epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,1756.9,1.00252,0.57618,0.95657,0.80728,0.69459,0.74744,0.4508,1.29579,0.85635,1.0015,0.0063667,0.0063667,0.0063667
369,1761.64,0.98217,0.55885,0.94519,0.80472,0.69828,0.74731,0.45432,1.29717,0.85978,0.99936,0.0063568,0.0063568,0.0063568
370,1766.34,0.98581,0.56301,0.95006,0.82324,0.68567,0.7459,0.45625,1.28762,0.8481,0.99509,0.0063469,0.0063469,0.0063469
371,1771.11,0.9734,0.55484,0.94351,0.80182,0.69911,0.74732,0.45562,1.2904,0.83972,0.9982,0.006337,0.006337,0.006337
372,1775.7,0.96973,0.55906,0.94633,0.79871,0.70067,0.74597,0.4527,1.30451,0.85138,1.00464,0.0063271,0.0063271,0.0063271
373,1780.39,0.99174,0.62665,0.95899,0.81753,0.68621,0.7453,0.4513,1.3021,0.8531,1.00156,0.0063172,0.0063172,0.0063172
374,1785.05,0.98286,0.5653,0.94699,0.81988,0.68196,0.74224,0.44953,1.30014,0.86349,1.00416,0.0063073,0.0063073,0.0063073
375,1789.81,0.99046,0.56621,0.94666,0.8113,0.68469,0.74562,0.44995,1.30371,0.86852,1.00672,0.0062974,0.0062974,0.0062974
376,1794.53,0.98727,0.56207,0.94732,0.8093,0.69096,0.74111,0.44753,1.31043,0.85707,1.00369,0.0062875,0.0062875,0.0062875
377,1799.21,0.97529,0.55937,0.94458,0.81395,0.68758,0.7406,0.44783,1.2847,0.85462,0.99412,0.0062776,0.0062776,0.0062776
378,1803.86,0.98499,0.56777,0.95429,0.79959,0.69237,0.73903,0.44773,1.28695,0.86544,0.99401,0.0062677,0.0062677,0.0062677
379,1808.67,0.97756,0.55781,0.94755,0.81926,0.68497,0.74456,0.44816,1.30809,0.86135,0.99988,0.0062578,0.0062578,0.0062578
380,1813.46,0.9832,0.56225,0.94622,0.79788,0.69542,0.74576,0.44679,1.319,0.85063,1.00972,0.0062479,0.0062479,0.0062479
381,1818.15,0.97797,0.55951,0.94405,0.81301,0.69692,0.74836,0.44994,1.31076,0.84914,1.00225,0.006238,0.006238,0.006238
382,1822.89,0.98227,0.56382,0.94253,0.78311,0.70779,0.74722,0.45117,1.31079,0.85459,1.00869,0.0062281,0.0062281,0.0062281
383,1827.59,0.97432,0.55185,0.94462,0.8074,0.69134,0.74903,0.45629,1.2956,0.8659,1.01037,0.0062182,0.0062182,0.0062182
384,1832.3,0.97548,0.55589,0.94246,0.79768,0.69233,0.7438,0.45737,1.29105,0.86061,1.00857,0.0062083,0.0062083,0.0062083
385,1837.01,0.97749,0.55966,0.94692,0.78518,0.70382,0.7437,0.4537,1.29041,0.86371,1.00532,0.0061984,0.0061984,0.0061984
386,1841.64,0.97943,0.55958,0.94792,0.81165,0.68511,0.73978,0.44954,1.29085,0.86447,1.00537,0.0061885,0.0061885,0.0061885
387,1846.32,0.97116,0.55273,0.94217,0.79113,0.70256,0.74167,0.45403,1.28256,0.86023,0.9995,0.0061786,0.0061786,0.0061786
388,1851.12,0.97926,0.55807,0.93874,0.79684,0.6954,0.73898,0.45165,1.29166,0.8691,1.00196,0.0061687,0.0061687,0.0061687
389,1856.01,0.98311,0.55614,0.94087,0.81121,0.68092,0.7371,0.44996,1.29531,0.85597,1.00613,0.0061588,0.0061588,0.0061588
390,1860.62,0.97506,0.55512,0.94485,0.80817,0.69289,0.73788,0.44883,1.29053,0.85861,1.00315,0.0061489,0.0061489,0.0061489
391,1865.51,0.98076,0.55483,0.94885,0.82195,0.68981,0.74211,0.44892,1.29456,0.84932,1.00247,0.006139,0.006139,0.006139
392,1870.37,0.98479,0.56565,0.94458,0.79583,0.69659,0.74007,0.44591,1.31375,0.85137,1.00574,0.0061291,0.0061291,0.0061291
393,1875.05,0.97116,0.55358,0.94349,0.81219,0.68945,0.74498,0.45569,1.29261,0.8523,0.9917,0.0061192,0.0061192,0.0061192
394,1879.75,0.98313,0.5698,0.96446,0.80637,0.69219,0.74613,0.45836,1.28752,0.8484,0.99329,0.0061093,0.0061093,0.0061093
395,1884.65,0.99314,0.58694,0.95036,0.80698,0.69443,0.73817,0.45171,1.29244,0.86127,1.00212,0.0060994,0.0060994,0.0060994
396,1889.35,0.96572,0.5533,0.9419,0.81917,0.68524,0.74331,0.45032,1.29798,0.85565,1.00925,0.0060895,0.0060895,0.0060895
397,1894.06,0.97232,0.55786,0.94236,0.82862,0.67399,0.74191,0.45272,1.29217,0.85608,1.00383,0.0060796,0.0060796,0.0060796
398,1898.85,0.96778,0.55916,0.94697,0.82075,0.69234,0.74709,0.45805,1.28591,0.84351,1.00505,0.0060697,0.0060697,0.0060697
399,1903.53,0.98536,0.56256,0.94523,0.81454,0.6915,0.74215,0.45635,1.27951,0.84335,1.0019,0.0060598,0.0060598,0.0060598
400,1908.25,0.97322,0.56078,0.93903,0.79644,0.70357,0.74486,0.45789,1.28414,0.8483,0.9967,0.0060499,0.0060499,0.0060499
401,1913.09,0.97291,0.55379,0.94159,0.81247,0.68785,0.74334,0.45372,1.2939,0.85165,0.99902,0.00604,0.00604,0.00604
402,1917.74,0.97639,0.55848,0.94919,0.81525,0.69539,0.74664,0.45775,1.27869,0.84691,0.99509,0.0060301,0.0060301,0.0060301
403,1922.49,0.95794,0.54783,0.94092,0.80935,0.7065,0.74553,0.45431,1.28436,0.8351,0.9967,0.0060202,0.0060202,0.0060202
404,1927.16,0.97914,0.56419,0.94338,0.8123,0.69562,0.74008,0.45384,1.28269,0.8475,0.99431,0.0060103,0.0060103,0.0060103
405,1931.82,0.95702,0.54616,0.93775,0.8217,0.68854,0.74172,0.4523,1.29708,0.85407,0.99885,0.0060004,0.0060004,0.0060004
406,1936.52,0.97266,0.55672,0.9446,0.81655,0.69122,0.74693,0.45097,1.31426,0.86029,1.00743,0.0059905,0.0059905,0.0059905
407,1941.32,0.97281,0.55458,0.94098,0.82144,0.69537,0.74809,0.44873,1.31527,0.86102,1.00602,0.0059806,0.0059806,0.0059806
408,1946.08,0.96008,0.5476,0.93906,0.82356,0.68699,0.74254,0.44904,1.30261,0.85969,1.00303,0.0059707,0.0059707,0.0059707
409,1950.7,0.98254,0.55778,0.93625,0.79952,0.6952,0.74214,0.44965,1.29681,0.85456,1.00274,0.0059608,0.0059608,0.0059608
410,1955.56,0.95833,0.54802,0.94034,0.80209,0.69039,0.73783,0.44728,1.29826,0.85587,1.00424,0.0059509,0.0059509,0.0059509
411,1960.32,0.97369,0.54853,0.94376,0.80464,0.69224,0.73792,0.44852,1.28554,0.85675,0.99952,0.005941,0.005941,0.005941
412,1965.05,0.9574,0.54843,0.93828,0.80929,0.68874,0.7411,0.45126,1.28921,0.85976,1.00259,0.0059311,0.0059311,0.0059311
413,1969.83,0.97083,0.55576,0.94433,0.80332,0.69505,0.73936,0.4548,1.27004,0.84981,0.9969,0.0059212,0.0059212,0.0059212
414,1974.63,0.96539,0.55195,0.94259,0.81,0.69376,0.73958,0.45662,1.2705,0.84591,0.99627,0.0059113,0.0059113,0.0059113
415,1979.28,0.96493,0.54695,0.94321,0.81913,0.69006,0.74276,0.4583,1.27047,0.84372,0.99316,0.0059014,0.0059014,0.0059014
416,1984.06,0.95834,0.54782,0.93633,0.81884,0.68858,0.73981,0.45554,1.27484,0.85352,0.99572,0.0058915,0.0058915,0.0058915
417,1988.85,0.96974,0.55218,0.94413,0.79571,0.70499,0.74192,0.45455,1.29041,0.85198,1.01099,0.0058816,0.0058816,0.0058816
418,1993.52,0.96665,0.55333,0.93918,0.79911,0.70477,0.74465,0.45257,1.30225,0.84968,1.01258,0.0058717,0.0058717,0.0058717
419,1998.24,0.96565,0.552,0.9421,0.8081,0.70342,0.7511,0.4569,1.29766,0.84115,0.99944,0.0058618,0.0058618,0.0058618
420,2003.05,0.96296,0.55167,0.93582,0.8175,0.69006,0.74406,0.45728,1.28562,0.84465,0.99466,0.0058519,0.0058519,0.0058519
421,2007.72,0.95382,0.54224,0.93099,0.80846,0.70032,0.74168,0.45733,1.27694,0.8459,0.99424,0.005842,0.005842,0.005842
422,2012.37,0.95466,0.5448,0.93659,0.81812,0.69509,0.74443,0.46153,1.27614,0.84032,0.99533,0.0058321,0.0058321,0.0058321
423,2017.06,0.97671,0.5651,0.94399,0.81589,0.69143,0.74481,0.46015,1.27167,0.84293,0.99575,0.0058222,0.0058222,0.0058222
424,2021.77,0.9696,0.55134,0.94374,0.83095,0.68193,0.74778,0.46,1.27595,0.84387,0.99388,0.0058123,0.0058123,0.0058123
425,2026.48,0.96036,0.54718,0.9376,0.80176,0.70697,0.74523,0.45901,1.27912,0.84586,0.99727,0.0058024,0.0058024,0.0058024
426,2031.23,0.96383,0.55378,0.93808,0.81213,0.6948,0.74283,0.45701,1.28335,0.84895,0.99668,0.0057925,0.0057925,0.0057925
427,2035.96,0.96238,0.54933,0.94007,0.81337,0.69615,0.74091,0.45735,1.27879,0.84395,0.9974,0.0057826,0.0057826,0.0057826
428,2040.75,0.95798,0.55423,0.94542,0.80492,0.69982,0.73809,0.45507,1.29275,0.83923,1.00928,0.0057727,0.0057727,0.0057727
429,2045.44,0.96976,0.54913,0.94488,0.81071,0.69311,0.73888,0.45035,1.30009,0.84244,1.00854,0.0057628,0.0057628,0.0057628
430,2050.23,0.95201,0.54422,0.94096,0.83503,0.66806,0.7348,0.44637,1.30315,0.8492,1.00529,0.0057529,0.0057529,0.0057529
431,2054.91,0.96297,0.55317,0.93855,0.80396,0.6869,0.73746,0.45241,1.28817,0.84175,0.99481,0.005743,0.005743,0.005743
432,2059.64,0.95307,0.54189,0.93736,0.81054,0.6907,0.73787,0.45064,1.29148,0.84103,0.99774,0.0057331,0.0057331,0.0057331
433,2064.38,0.96342,0.55024,0.94241,0.82262,0.68973,0.74116,0.45414,1.28468,0.84448,0.99567,0.0057232,0.0057232,0.0057232
434,2069.06,0.95484,0.5448,0.93422,0.81957,0.69468,0.73844,0.45368,1.27714,0.85046,0.98956,0.0057133,0.0057133,0.0057133
435,2073.94,0.94854,0.55068,0.94373,0.83241,0.67694,0.74022,0.45554,1.27872,0.84849,0.98891,0.0057034,0.0057034,0.0057034
436,2078.75,0.95973,0.54366,0.93534,0.80763,0.6943,0.74082,0.45156,1.28474,0.84826,0.99247,0.0056935,0.0056935,0.0056935
437,2083.45,0.97761,0.56732,0.94942,0.81491,0.69075,0.7432,0.45679,1.28104,0.8389,0.99223,0.0056836,0.0056836,0.0056836
438,2088.18,0.94391,0.53774,0.93493,0.81805,0.695,0.74545,0.45795,1.28695,0.84687,0.99898,0.0056737,0.0056737,0.0056737
439,2092.95,0.9613,0.55055,0.94296,0.81377,0.69528,0.74392,0.4562,1.28888,0.84723,1.0018,0.0056638,0.0056638,0.0056638
440,2097.64,0.96584,0.55682,0.94525,0.81569,0.68573,0.74196,0.45581,1.27826,0.85635,0.99436,0.0056539,0.0056539,0.0056539
441,2102.42,0.9508,0.54205,0.93676,0.81178,0.68619,0.74332,0.45687,1.28317,0.85149,0.99641,0.005644,0.005644,0.005644
442,2107.22,0.94794,0.53925,0.93615,0.80253,0.69747,0.74329,0.46094,1.27665,0.84238,1.00025,0.0056341,0.0056341,0.0056341
443,2111.84,0.96519,0.54665,0.94322,0.81573,0.69571,0.74566,0.46055,1.28688,0.84059,1.00064,0.0056242,0.0056242,0.0056242
444,2116.47,0.94465,0.53824,0.93953,0.80682,0.71016,0.74583,0.45902,1.29023,0.84215,0.99812,0.0056143,0.0056143,0.0056143
445,2121.25,0.93506,0.53423,0.9333,0.80932,0.69589,0.73969,0.45558,1.28774,0.84769,0.99413,0.0056044,0.0056044,0.0056044
446,2125.99,0.95275,0.54174,0.93816,0.83183,0.68128,0.74102,0.45113,1.30682,0.85212,1.00504,0.0055945,0.0055945,0.0055945
447,2130.79,0.95633,0.54275,0.93906,0.81969,0.68495,0.74034,0.45251,1.31165,0.85124,1.00846,0.0055846,0.0055846,0.0055846
448,2135.54,0.93155,0.53637,0.93533,0.8099,0.69598,0.74232,0.45529,1.30224,0.85333,1.00372,0.0055747,0.0055747,0.0055747
449,2140.34,0.95586,0.54711,0.93588,0.80395,0.69785,0.74159,0.45183,1.3182,0.84714,1.01193,0.0055648,0.0055648,0.0055648
450,2145.12,0.94407,0.53999,0.93669,0.80504,0.69219,0.7407,0.45234,1.30596,0.8515,1.00507,0.0055549,0.0055549,0.0055549
451,2149.7,0.95513,0.54825,0.93774,0.80557,0.69663,0.7426,0.45476,1.29641,0.84431,1.00349,0.005545,0.005545,0.005545
452,2154.5,0.93978,0.53779,0.93025,0.80801,0.69501,0.74186,0.45349,1.28979,0.84545,1.00293,0.0055351,0.0055351,0.0055351
453,2159.23,0.9494,0.54302,0.93323,0.8107,0.69348,0.7449,0.45815,1.28756,0.83795,1.00177,0.0055252,0.0055252,0.0055252
